"","X","CustomerID","Spend","Bills","Visits","Qty","FreeQty","FPD","LPD","ATV","ABS","APP","CUTLERY_spend","CUTLERy_bills","DL_spend","DL_bills","DAILYUSE_spend","DAILYUSE_bills","HOD_spend","HOD_bills","ACC_spend","ACC_bills","FURN_spend","FURN_bills","STATIONARY_spend","STATIONARY_bills","Game_spend","Game_bills","BATH_spend","BATH_bills","UK_geo_purchaser","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","k_P6$cluster"
"459",1298,14105,1266.23,1,1,800,0,"2011-04-14","2011-04-14",1266.23,800,1.5827875,448.2,1,53.04,1,109.35,1,343.88,1,117.06,1,25.5,1,97.8,1,71.4,1,0,0,1,"2","3","3",3
"460",1301,14109,144.2,1,1,88,0,"2011-09-28","2011-09-28",144.2,88,1.63863636363636,15,1,55.5,1,0,0,25.2,1,8.5,1,0,0,40,1,0,0,0,0,1,"6","6","6",6
"461",1308,14117,90,1,1,72,0,"2011-07-19","2011-07-19",90,72,1.25,30,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"462",1310,14124,419.58,1,1,1618,0,"2011-09-16","2011-09-16",419.58,1618,0.259320148331273,0,0,0,0,166.32,1,90,1,143.26,1,0,0,20,1,0,0,0,0,1,"5","6","6",6
"463",1316,14130,483.86,1,1,258,0,"2011-01-24","2011-01-24",483.86,258,1.87542635658915,189.01,1,2.5,1,88.68,1,104.15,1,24.5,1,0,0,75.02,1,0,0,0,0,1,"6","1","1",1
"464",1321,14139,415.82,1,1,510,0,"2011-10-24","2011-10-24",415.82,510,0.815333333333333,37.14,1,71.1,1,72.38,1,32.7,1,50.52,1,0,0,86.46,1,65.52,1,0,0,1,"5","1","1",1
"465",1324,14142,311.81,1,1,313,0,"2010-12-01","2010-12-01",311.81,313,0.996198083067093,99.11,1,23.4,1,30.92,1,55.2,1,41.2,1,0,0,51.78,1,10.2,1,0,0,1,"5","1","1",1
"466",1325,14143,115.8,1,1,30,0,"2011-07-29","2011-07-29",115.8,30,3.86,15,1,0,0,19.8,1,51,1,0,0,0,0,0,0,30,1,0,0,1,"6","6","6",6
"467",1329,14148,157.2,1,1,16,0,"2011-04-20","2011-04-20",157.2,16,9.825,157.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"468",1330,14149,446.62,1,1,218,0,"2011-05-03","2011-05-03",446.62,218,2.04871559633028,134.88,1,0,0,96.3,1,109.82,1,13.52,1,0,0,16.35,1,75.75,1,0,0,1,"5","1","1",1
"469",1333,14154,1345.62,2,1,465,0,"2011-04-14","2011-04-14",672.81,232,2.8938064516129,265.4,2,72,1,52.8,2,512.38,2,27.04,1,17,1,129.9,2,269.1,1,0,0,1,"3","5","5",5
"470",1334,14155,118.75,1,1,25,0,"2011-03-18","2011-03-18",118.75,25,4.75,0,0,0,0,17.85,1,71.4,1,0,0,0,0,29.5,1,0,0,0,0,1,"6","6","6",6
"471",1337,14158,507.66,1,1,781,0,"2011-10-30","2011-10-30",507.66,781,0.650012804097311,19.8,1,0,0,0,0,253.04,1,40.32,1,0,0,194.5,1,0,0,0,0,1,"6","6","6",6
"472",1343,14165,122.54,1,1,54,0,"2011-03-09","2011-03-09",122.54,54,2.26925925925926,28.31,1,5.9,1,17.1,1,50.45,1,3.78,1,17,1,0,0,0,0,0,0,1,"2","3","3",3
"473",1345,14171,363.79,1,1,167,0,"2011-09-02","2011-09-02",363.79,167,2.17838323353293,61.65,1,9.9,1,60.93,1,125.4,1,7.5,1,26.8,1,49.11,1,22.5,1,0,0,1,"2","3","3",3
"474",1347,14174,134.46,1,1,94,0,"2011-11-06","2011-11-06",134.46,94,1.43042553191489,0,0,23.2,1,7.65,1,79.02,1,11.66,1,0,0,12.93,1,0,0,0,0,1,"6","1","1",1
"475",1354,14184,452.89,1,1,127,0,"2011-10-04","2011-10-04",452.89,127,3.56606299212598,150.24,1,39.8,1,47.4,1,120.8,1,0,0,62.1,1,32.55,1,0,0,0,0,1,"2","3","3",3
"476",1355,14185,197.65,1,1,6,0,"2011-01-12","2011-01-12",197.65,6,32.9416666666667,0,0,0,0,0,0,12.75,1,19.9,1,165,1,0,0,0,0,0,0,1,"4","2","2",2
"477",1362,14196,335.52,1,1,142,0,"2011-08-25","2011-08-25",335.52,142,2.36281690140845,0,0,244.8,1,17,1,43.72,1,30,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"478",1364,14199,185.4,1,1,28,0,"2011-05-05","2011-05-05",185.4,28,6.62142857142857,175.2,1,0,0,10.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"479",1366,14204,161.03,1,1,82,0,"2011-12-07","2011-12-07",161.03,82,1.96378048780488,23.58,1,17.47,1,18.65,1,24.18,1,53.35,1,0,0,12.95,1,10.85,1,0,0,1,"5","1","1",1
"480",1368,14206,328.16,1,1,276,0,"2011-04-14","2011-04-14",328.16,276,1.18898550724638,0,0,0,0,59.3,1,110.1,1,30,1,0,0,98.76,1,30,1,0,0,1,"5","1","1",1
"481",1369,14208,151.74,1,1,114,0,"2011-09-06","2011-09-06",151.74,114,1.33105263157895,46.3,1,39.5,1,0,0,13.52,1,13.52,1,17.9,1,21,1,0,0,0,0,1,"2","3","3",3
"482",1373,14212,1070.48,1,1,1152,0,"2011-09-11","2011-09-11",1070.48,1152,0.929236111111111,151.2,1,0,0,237.6,1,0,0,578,1,0,0,0,0,103.68,1,0,0,1,"5","1","1",1
"483",1378,14218,169.48,1,1,160,0,"2011-10-28","2011-10-28",169.48,160,1.05925,17.7,1,17.7,1,0,0,41.42,1,58.1,1,0,0,34.56,1,0,0,0,0,1,"6","6","6",6
"484",1379,14219,89.94,1,1,78,0,"2011-12-05","2011-12-05",89.94,78,1.15307692307692,0,0,4.68,1,16.5,1,65.28,1,3.48,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"485",1382,14222,683.17,1,1,607,0,"2011-06-15","2011-06-15",683.17,607,1.12548599670511,98.15,1,30.4,1,46.2,1,79.84,1,137.56,1,0,0,246.02,1,45,1,0,0,1,"5","1","1",1
"486",1394,14237,161,1,1,38,0,"2010-12-01","2010-12-01",161,38,4.23684210526316,31.85,1,27.9,1,12.75,1,88.5,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"487",1395,14238,146.85,1,1,111,0,"2011-01-17","2011-01-17",146.85,111,1.32297297297297,37.5,1,20.8,1,0,0,76.05,1,0,0,0,0,12.5,1,0,0,0,0,1,"6","6","6",6
"488",1398,14241,213.7,1,1,146,0,"2011-06-09","2011-06-09",213.7,146,1.46369863013699,106,1,45,1,25.2,1,0,0,19.8,1,0,0,17.7,1,0,0,0,0,1,"6","6","6",6
"489",1403,14247,136.77,1,1,47,0,"2011-03-06","2011-03-06",136.77,47,2.91,40.9,1,44.85,1,0,0,37.5,1,0,0,0,0,13.52,1,0,0,0,0,1,"6","6","6",6
"490",1404,14248,302.58,1,1,102,0,"2011-01-25","2011-01-25",302.58,102,2.96647058823529,0,0,0,0,219,1,48.3,1,0,0,0,0,35.28,1,0,0,0,0,1,"6","6","6",6
"491",1410,14259,120,1,1,68,0,"2011-07-21","2011-07-21",120,68,1.76470588235294,0,0,0,0,15,1,48.9,1,0,0,0,0,56.1,1,0,0,0,0,1,"6","6","6",6
"492",1416,14270,492.65,1,1,197,0,"2011-01-12","2011-01-12",492.65,197,2.5007614213198,194.9,1,0,0,114.9,1,93,1,10.2,1,0,0,36.6,1,43.05,1,0,0,1,"5","1","1",1
"493",1417,14271,112.32,1,1,88,0,"2011-04-28","2011-04-28",112.32,88,1.27636363636364,7.8,1,42.6,1,5.04,1,51.84,1,0,0,0,0,5.04,1,0,0,0,0,1,"6","6","6",6
"494",1422,14280,134.04,1,1,52,0,"2011-05-27","2011-05-27",134.04,52,2.57769230769231,63.15,1,0,0,51,1,0,0,0,0,0,0,19.89,1,0,0,0,0,1,"4","6","6",6
"495",1428,14288,426.6,1,1,188,0,"2011-05-10","2011-05-10",426.6,188,2.26914893617021,325.2,1,0,0,30,1,35.4,1,0,0,0,0,36,1,0,0,0,0,1,"6","6","6",6
"496",1434,14295,166.2,1,1,84,0,"2011-10-30","2011-10-30",166.2,84,1.97857142857143,0,0,0,0,0,0,75.6,1,90.6,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"497",1438,14300,43.2,1,1,32,0,"2011-11-21","2011-11-21",43.2,32,1.35,0,0,10.2,1,0,0,0,0,0,0,0,0,33,1,0,0,0,0,1,"4","2","2",2
"498",1439,14301,640.14,1,1,606,0,"2011-08-14","2011-08-14",640.14,606,1.05633663366337,442.54,1,0,0,0,0,17.4,1,144.8,1,0,0,0,0,35.4,1,0,0,1,"6","6","6",6
"499",1440,14304,383.45,1,1,139,0,"2011-05-01","2011-05-01",383.45,139,2.75863309352518,44.7,1,0,0,19.8,1,233.75,1,0,0,0,0,55.2,1,30,1,0,0,1,"5","1","1",1
"500",1445,14311,310.26,1,1,146,0,"2011-04-11","2011-04-11",310.26,146,2.12506849315068,129.89,1,17.7,1,17.85,1,94.5,1,33.32,1,17,1,0,0,0,0,0,0,1,"2","3","3",3
"501",1447,14314,120,1,1,296,0,"2011-08-25","2011-08-25",120,296,0.405405405405405,0,0,0,0,88.92,1,4.56,1,0,0,0,0,26.52,1,0,0,0,0,1,"6","6","6",6
"502",1449,14317,508.58,1,1,255,0,"2011-10-06","2011-10-06",508.58,255,1.99443137254902,13.2,1,25.5,1,60.06,1,194.44,1,53.8,1,66,1,95.58,1,0,0,0,0,1,"2","3","3",3
"503",1453,14326,183.85,1,1,103,0,"2011-04-11","2011-04-11",183.85,103,1.78495145631068,34.65,1,64,1,0,0,0,0,60,1,0,0,25.2,1,0,0,0,0,1,"6","6","6",6
"504",1454,14327,311.65,1,1,139,0,"2011-06-29","2011-06-29",311.65,139,2.24208633093525,69.9,1,85.65,1,31.6,1,76.8,1,0,0,0,0,47.7,1,0,0,0,0,1,"6","6","6",6
"505",1458,14333,415.2,1,1,58,0,"2011-10-03","2011-10-03",415.2,58,7.15862068965517,25,1,209.3,1,100,1,65.9,1,0,0,15,1,0,0,0,0,0,0,1,"2","3","3",3
"506",1463,14339,309.52,1,1,168,0,"2011-04-11","2011-04-11",309.52,168,1.84238095238095,141.06,1,54.9,1,25,1,9.96,1,30,1,0,0,48.6,1,0,0,0,0,1,"6","1","1",1
"507",1464,14340,134.7,1,1,58,0,"2011-05-05","2011-05-05",134.7,58,2.32241379310345,0,0,0,0,0,0,99.3,1,0,0,0,0,35.4,1,0,0,0,0,1,"4","2","2",2
"508",1468,14345,108.98,1,1,50,0,"2011-11-01","2011-11-01",108.98,50,2.1796,0,0,0,0,51.53,1,39.6,1,17.85,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"509",1470,14348,409.57,1,1,183,0,"2011-03-24","2011-03-24",409.57,183,2.23808743169399,108.3,1,79.92,1,17.85,1,59.5,1,0,0,91.8,1,19.8,1,32.4,1,0,0,1,"2","3","3",3
"510",1471,14349,133.5,1,1,86,0,"2011-11-29","2011-11-29",133.5,86,1.55232558139535,18.88,1,7.95,1,6.02,1,90.07,1,10.58,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"511",1472,14350,282.93,1,1,183,0,"2011-03-10","2011-03-10",282.93,183,1.54606557377049,42.3,1,35.4,1,28.92,1,125.91,1,20.4,1,0,0,30,1,0,0,0,0,1,"6","1","1",1
"512",1473,14351,51,1,1,12,0,"2011-06-28","2011-06-28",51,12,4.25,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"513",1475,14353,90.6,1,1,64,0,"2011-05-08","2011-05-08",90.6,64,1.415625,0,0,17.4,1,19.5,1,15,1,15,1,0,0,23.7,1,0,0,0,0,1,"6","1","1",1
"514",1477,14355,174.4,1,1,92,0,"2010-12-09","2010-12-09",174.4,92,1.89565217391304,25.5,1,62.8,1,15,1,15.9,1,0,0,40.2,1,15,1,0,0,0,0,1,"2","3","3",3
"515",1479,14357,225.77,1,1,148,0,"2011-10-27","2011-10-27",225.77,148,1.52547297297297,35.74,1,10.2,1,55.91,1,52.34,1,20.38,1,3.3,1,47.9,1,0,0,0,0,1,"2","3","3",3
"516",1482,14362,161.2,1,1,100,0,"2011-11-17","2011-11-17",161.2,100,1.612,57.49,1,22,1,9.36,1,9.95,1,38.75,1,0,0,9.4,1,14.25,1,0,0,1,"5","1","1",1
"517",1485,14368,155,1,1,36,0,"2011-01-24","2011-01-24",155,36,4.30555555555556,22.5,1,0,0,0,0,61.7,1,51,1,0,0,19.8,1,0,0,0,0,1,"6","6","6",6
"518",1486,14371,100.5,1,1,34,0,"2011-02-17","2011-02-17",100.5,34,2.95588235294118,0,0,26.1,1,74.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"519",1487,14373,76.55,1,1,17,0,"2010-12-16","2010-12-16",76.55,17,4.50294117647059,24.95,1,15.9,1,0,0,10.2,1,0,0,25.5,1,0,0,0,0,0,0,1,"6","2","2",2
"520",1488,14375,257.68,1,1,194,0,"2011-06-07","2011-06-07",257.68,194,1.32824742268041,36.27,1,39.55,1,26.05,1,68.14,1,36.05,1,11.25,1,29.47,1,10.9,1,0,0,1,"2","3","3",3
"521",1491,14381,202.68,1,1,146,0,"2011-10-18","2011-10-18",202.68,146,1.38821917808219,8.3,1,10.6,1,28.59,1,47.41,1,38.3,1,7.5,1,59.48,1,2.5,1,0,0,1,"2","3","3",3
"522",1492,14382,626.07,1,1,1237,0,"2011-11-13","2011-11-13",626.07,1237,0.506119644300728,144.91,1,5.9,1,85.37,1,61.84,1,44.45,1,3.2,1,280.4,1,0,0,0,0,1,"2","3","3",3
"523",1495,14386,142.4,1,1,54,0,"2011-02-16","2011-02-16",142.4,54,2.63703703703704,17.4,1,0,0,0,0,72.6,1,17,1,0,0,35.4,1,0,0,0,0,1,"6","6","6",6
"524",1500,14393,67.95,1,1,13,0,"2011-05-05","2011-05-05",67.95,13,5.22692307692308,0,0,67.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"525",1504,14400,574.7,1,1,454,0,"2011-07-13","2011-07-13",574.7,454,1.265859030837,159.69,1,0,0,30.9,1,187.7,1,35.28,1,15.6,1,94.65,1,50.88,1,0,0,1,"5","1","1",1
"526",1508,14406,156.75,1,1,77,0,"2011-08-12","2011-08-12",156.75,77,2.03571428571429,31.65,1,0,0,0,0,83.5,1,41.6,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"527",1513,14411,1063,1,1,196,0,"2011-02-02","2011-02-02",1063,196,5.4234693877551,980.2,1,0,0,0,0,82.8,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"528",1515,14413,122.7,1,1,68,0,"2010-12-12","2010-12-12",122.7,68,1.80441176470588,18.35,1,11,1,11,1,19.85,1,33.55,1,0,0,28.95,1,0,0,0,0,1,"6","1","1",1
"529",1521,14420,387.52,1,1,334,0,"2011-09-01","2011-09-01",387.52,334,1.16023952095808,97.48,1,0,0,90.9,1,61.66,1,27.2,1,0,0,95.28,1,15,1,0,0,1,"5","1","1",1
"530",1524,14423,265.2,1,1,120,0,"2011-05-05","2011-05-05",265.2,120,2.21,0,0,244.8,1,0,0,20.4,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"531",1525,14424,322.08,1,1,48,0,"2011-11-22","2011-11-22",322.08,48,6.71,0,0,0,0,322.08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"532",1529,14431,470.36,1,1,130,0,"2011-02-10","2011-02-10",470.36,130,3.61815384615385,215.7,1,0,0,0,0,237.66,1,17,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"533",1532,14436,89.06,1,1,129,0,"2011-09-02","2011-09-02",89.06,129,0.690387596899225,20.4,1,12.5,1,0,0,40.56,1,0,0,0,0,15.6,1,0,0,0,0,1,"6","6","6",6
"534",1533,14437,63,1,1,60,0,"2010-12-09","2010-12-09",63,60,1.05,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"535",1534,14438,131.9,1,1,82,0,"2011-02-06","2011-02-06",131.9,82,1.60853658536585,0,0,17.4,1,0,0,0,0,114.5,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"536",1535,14439,2661.24,1,1,526,0,"2011-01-24","2011-01-24",2661.24,526,5.05939163498099,1356.44,1,120,1,114.7,1,968.1,1,0,0,102,1,0,0,0,0,0,0,0,"2","3","3",3
"537",1547,14453,119.93,1,1,49,0,"2011-06-02","2011-06-02",119.93,49,2.44755102040816,9.95,1,63.32,1,9.96,1,22.5,1,0,0,0,0,0,0,14.2,1,0,0,1,"6","6","6",6
"538",1549,14457,113.64,1,1,88,0,"2011-02-02","2011-02-02",113.64,88,1.29136363636364,33.6,1,0,0,75,1,0,0,0,0,0,0,5.04,1,0,0,0,0,1,"4","6","6",6
"539",1550,14459,1837.92,1,1,760,0,"2011-07-07","2011-07-07",1837.92,760,2.41831578947368,644.26,1,0,0,226.2,1,356.7,1,335,1,0,0,233.76,1,42,1,0,0,1,"5","1","1",1
"540",1561,14474,547.66,1,1,140,0,"2011-10-24","2011-10-24",547.66,140,3.91185714285714,39.7,1,109.76,1,50.5,1,249.6,1,0,0,98.1,1,0,0,0,0,0,0,1,"2","3","3",3
"541",1563,14476,215.7,1,1,132,0,"2011-03-27","2011-03-27",215.7,132,1.63409090909091,40.1,1,14.75,1,25,1,89.1,1,30,1,0,0,11.8,1,4.95,1,0,0,1,"5","1","1",1
"542",1566,14480,279.05,1,1,143,0,"2011-11-28","2011-11-28",279.05,143,1.9513986013986,0,0,12.5,1,49.65,1,131.82,1,20.28,1,0,0,30,1,34.8,1,0,0,1,"5","1","1",1
"543",1569,14483,137.1,1,1,97,0,"2011-03-03","2011-03-03",137.1,97,1.41340206185567,8.85,1,0,0,46.2,1,64.05,1,0,0,7.5,1,10.5,1,0,0,0,0,1,"6","6","6",6
"544",1570,14484,321.92,1,1,210,0,"2011-10-20","2011-10-20",321.92,210,1.53295238095238,24.9,1,50.4,1,134.76,1,45.12,1,43.54,1,0,0,23.2,1,0,0,0,0,1,"6","1","1",1
"545",1571,14485,165.75,1,1,71,0,"2011-11-01","2011-11-01",165.75,71,2.33450704225352,53.71,1,24.7,1,6.95,1,42.65,1,6.24,1,0,0,31.5,1,0,0,0,0,1,"6","1","1",1
"546",1573,14488,1064.28,1,1,799,0,"2011-10-03","2011-10-03",1064.28,799,1.33201501877347,19.8,1,183.98,1,241.22,1,127.2,1,25.2,1,22.5,1,399.38,1,45,1,0,0,1,"2","3","3",3
"547",1574,14489,463.38,1,1,299,0,"2011-05-16","2011-05-16",463.38,299,1.54976588628763,0,0,33.2,1,29.88,1,0,0,379.3,1,0,0,0,0,21,1,0,0,1,"5","1","1",1
"548",1577,14494,139.56,1,1,92,0,"2011-11-14","2011-11-14",139.56,92,1.51695652173913,0,0,0,0,15,1,27.36,1,0,0,19.8,1,17.4,1,60,1,0,0,1,"5","1","1",1
"549",1580,14497,475.37,1,1,235,0,"2011-02-03","2011-02-03",475.37,235,2.02285106382979,203.3,1,0,0,71.82,1,111,1,0,0,41.4,1,0,0,47.85,1,0,0,1,"6","6","6",6
"550",1598,14518,174.37,1,1,278,0,"2011-10-06","2011-10-06",174.37,278,0.627230215827338,25.45,1,0,0,0,0,119.38,1,27.04,1,0,0,0,0,2.5,1,0,0,1,"6","6","6",6
"551",1601,14523,241.09,1,1,251,0,"2011-08-23","2011-08-23",241.09,251,0.960517928286853,0,0,206.19,1,12.5,1,11.9,1,0,0,0,0,10.5,1,0,0,0,0,1,"6","6","6",6
"552",1605,14528,364.22,1,1,278,0,"2011-11-02","2011-11-02",364.22,278,1.31014388489209,47.4,1,184.46,1,0,0,91.8,1,40.56,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"553",1612,14536,171.8,1,1,40,0,"2011-03-25","2011-03-25",171.8,40,4.295,84.75,1,7.5,1,3.4,1,49.85,1,0,0,0,0,17.8,1,8.5,1,0,0,1,"5","1","1",1
"554",1613,14537,355.56,1,1,120,0,"2011-10-13","2011-10-13",355.56,120,2.963,0,0,0,0,12.72,1,0,0,40.68,1,0,0,302.16,1,0,0,0,0,1,"4","6","6",6
"555",1618,14542,103.25,1,1,19,0,"2011-06-07","2011-06-07",103.25,19,5.43421052631579,67.55,1,0,0,0,0,0,0,0,0,0,0,35.7,1,0,0,0,0,1,"4","2","2",2
"556",1624,14549,289.24,1,1,136,0,"2011-02-01","2011-02-01",289.24,136,2.12676470588235,45.45,1,27,1,66.18,1,50.85,1,61.16,1,25.2,1,13.4,1,0,0,0,0,1,"2","3","3",3
"557",1627,14552,165.07,1,1,91,0,"2011-07-11","2011-07-11",165.07,91,1.81395604395604,61.4,1,14,1,11.82,1,43.69,1,20.11,1,1.95,1,12.1,1,0,0,0,0,1,"2","3","3",3
"558",1631,14557,788.38,1,1,510,0,"2011-09-15","2011-09-15",788.38,510,1.5458431372549,193.08,1,0,0,20.4,1,386.7,1,0,0,0,0,188.2,1,0,0,0,0,1,"6","6","6",6
"559",1636,14566,1432,1,1,800,0,"2011-08-21","2011-08-21",1432,800,1.79,0,0,0,0,0,0,0,0,1432,1,0,0,0,0,0,0,0,0,0,"4","2","2",2
"560",1638,14569,227.39,1,1,79,0,"2011-12-08","2011-12-08",227.39,79,2.87835443037975,64.19,1,25.85,1,0,0,0,0,0,0,137.35,1,0,0,0,0,0,0,1,"4","2","2",2
"561",1639,14570,218.06,2,1,95,0,"2011-03-04","2011-03-04",109.03,47,2.29536842105263,18.26,1,7.5,1,17.66,1,91.25,1,56.05,2,0,0,14.74,1,12.6,1,0,0,1,"3","5","5",5
"562",1642,14576,35.4,1,1,12,0,"2010-12-02","2010-12-02",35.4,12,2.95,0,0,0,0,35.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"563",1644,14578,168.63,1,1,240,0,"2011-12-06","2011-12-06",168.63,240,0.702625,9.25,1,0,0,60.3,1,27,1,65.68,1,0,0,3.9,1,2.5,1,0,0,1,"5","1","1",1
"564",1645,14581,138.6,1,1,217,0,"2011-11-23","2011-11-23",138.6,217,0.638709677419355,0,0,0,0,0,0,42.3,1,0.42,1,0,0,63.84,1,32.04,1,0,0,1,"5","1","1",1
"565",1646,14582,114.11,1,1,73,0,"2011-10-30","2011-10-30",114.11,73,1.56315068493151,0,0,0,0,78.9,1,35.21,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"566",1649,14585,157.05,1,1,91,0,"2011-10-20","2011-10-20",157.05,91,1.72582417582418,12.41,1,16,1,25.68,1,85.3,1,5.1,1,0,0,12.56,1,0,0,0,0,1,"6","1","1",1
"567",1650,14586,237.36,1,1,444,0,"2011-03-08","2011-03-08",237.36,444,0.534594594594594,89.28,1,0,0,0,0,15,1,32.76,1,0,0,86.4,1,13.92,1,0,0,1,"5","1","1",1
"568",1652,14589,39.75,1,1,5,0,"2010-12-03","2010-12-03",39.75,5,7.95,7.95,1,0,0,15.9,1,15.9,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"569",1659,14598,221.97,1,1,189,0,"2011-10-26","2011-10-26",221.97,189,1.17444444444444,40.35,1,15.56,1,5.1,1,10.59,1,57.68,1,0,0,85.19,1,7.5,1,0,0,1,"5","1","1",1
"570",1660,14600,393.33,1,1,125,0,"2011-02-07","2011-02-07",393.33,125,3.14664,48.9,1,0,0,0,0,218.68,1,39.75,1,0,0,86,1,0,0,0,0,1,"6","6","6",6
"571",1661,14601,213.96,1,1,168,0,"2011-11-29","2011-11-29",213.96,168,1.27357142857143,0,0,213.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"572",1662,14603,660,1,1,400,0,"2011-03-10","2011-03-10",660,400,1.65,0,0,0,0,660,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"573",1669,14619,394.44,1,1,152,0,"2011-04-08","2011-04-08",394.44,152,2.595,78.6,1,0,0,0,0,275.76,1,20.28,1,0,0,19.8,1,0,0,0,0,1,"6","6","6",6
"574",1672,14622,320.58,1,1,146,0,"2011-06-08","2011-06-08",320.58,146,2.19575342465753,32.55,1,42.4,1,43.5,1,121.95,1,62.4,1,0,0,17.78,1,0,0,0,0,1,"6","1","1",1
"575",1680,14632,114.56,1,1,96,0,"2011-03-22","2011-03-22",114.56,96,1.19333333333333,59.36,1,0,0,0,0,15.9,1,39.3,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"576",1681,14633,344.9,1,1,96,0,"2011-03-18","2011-03-18",344.9,96,3.59270833333333,84.5,1,39.3,1,23.6,1,115.8,1,0,0,17,1,49.85,1,14.85,1,0,0,1,"2","3","3",3
"577",1683,14638,443.6,1,1,166,0,"2011-10-20","2011-10-20",443.6,166,2.67228915662651,34.92,1,79.7,1,10.2,1,276.8,1,27.04,1,0,0,14.94,1,0,0,0,0,1,"6","1","1",1
"578",1686,14641,110.46,1,1,90,0,"2011-11-18","2011-11-18",110.46,90,1.22733333333333,0,0,15,1,0,0,69.96,1,0,0,0,0,25.5,1,0,0,0,0,1,"4","2","2",2
"579",1687,14642,96.12,1,1,76,0,"2011-10-12","2011-10-12",96.12,76,1.26473684210526,0,0,76.32,1,0,0,0,0,19.8,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"580",1692,14647,243.22,1,1,95,0,"2011-05-22","2011-05-22",243.22,95,2.56021052631579,92.62,1,0,0,23.85,1,21.45,1,105.3,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"581",1695,14652,114.18,1,1,53,0,"2011-09-23","2011-09-23",114.18,53,2.15433962264151,29.72,1,0,0,12.97,1,28.75,1,35.24,1,0,0,7.5,1,0,0,0,0,1,"5","1","1",1
"582",1703,14661,107.95,1,1,35,0,"2011-11-13","2011-11-13",107.95,35,3.08428571428571,67.75,1,40.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"583",1707,14666,195.25,1,1,161,0,"2011-11-15","2011-11-15",195.25,161,1.21273291925466,0,0,110.55,1,0,0,36.25,1,33.15,1,0,0,15.3,1,0,0,0,0,1,"6","6","6",6
"584",1710,14670,411.53,2,1,337,0,"2011-03-04","2011-03-04",205.765,168,1.22115727002967,116.26,2,36.4,2,51.49,2,119.36,2,26.02,2,0,0,54.85,2,7.15,1,0,0,1,"3","5","5",5
"585",1713,14675,604.75,1,1,341,0,"2011-11-23","2011-11-23",604.75,341,1.77346041055718,93.08,1,108.33,1,62.12,1,112.67,1,113.8,1,0,0,89.75,1,25,1,0,0,1,"5","1","1",1
"586",1719,14687,628.38,1,1,470,0,"2011-08-25","2011-08-25",628.38,470,1.33697872340426,120,1,366.36,1,23.6,1,73.42,1,0,0,45,1,0,0,0,0,0,0,1,"2","3","3",3
"587",1721,14689,112.8,1,1,76,0,"2011-05-15","2011-05-15",112.8,76,1.48421052631579,13.2,1,17.7,1,0,0,55.95,1,9.9,1,0,0,16.05,1,0,0,0,0,1,"6","6","6",6
"588",1725,14693,172.9,1,1,34,0,"2011-03-20","2011-03-20",172.9,34,5.08529411764706,127.5,1,19,1,9.5,1,16.9,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"589",1727,14697,188.61,2,1,181,0,"2011-05-05","2011-05-05",94.305,90,1.04204419889503,58.45,1,0,0,44.79,2,32.2,2,53.17,2,0,0,0,0,0,0,0,0,1,"3","5","5",5
"590",1729,14699,109.13,1,1,77,0,"2011-05-09","2011-05-09",109.13,77,1.41727272727273,17.85,1,25.4,1,19.2,1,26.88,1,19.8,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
